"Country Name","Country Code","Year","average_value_Adjusted net enrollment rate, primary, female (% of primary school age children)","average_value_Adjusted net enrollment rate, primary, male (% of primary school age children)","average_value_Adolescent fertility rate (births per 1,000 women ages 15-19)","average_value_Births attended by skilled health staff (% of total)","average_value_Children out of school, primary, female","average_value_Children out of school, primary, male","average_value_Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)","average_value_Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)","average_value_Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)","average_value_Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)","average_value_Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)","average_value_Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","average_value_Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","average_value_Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)","average_value_Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","average_value_Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)","average_value_Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)","average_value_Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)","average_value_Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)","average_value_Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)","average_value_Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)","average_value_Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)","average_value_Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)","average_value_Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","average_value_Fertility rate, total (births per woman)","average_value_Life expectancy at birth, female (years)","average_value_Life expectancy at birth, male (years)","average_value_Mortality rate, adult, female (per 1,000 female adults)","average_value_Mortality rate, adult, male (per 1,000 male adults)","average_value_Persistence to last grade of primary, female (% of cohort)","average_value_Persistence to last grade of primary, male (% of cohort)","average_value_Primary education, teachers (% female)","average_value_Progression to secondary school, female (%)","average_value_Progression to secondary school, male (%)","average_value_Repeaters, primary, female (% of female enrollment)","average_value_Repeaters, primary, male (% of male enrollment)","average_value_School enrollment, secondary, female (% gross)","average_value_School enrollment, secondary, female (% net)","average_value_School enrollment, secondary, male (% gross)","average_value_School enrollment, secondary, male (% net)","average_value_School enrollment, tertiary, female (% gross)","average_value_School enrollment, tertiary, male (% gross)","average_value_Secondary education, general pupils (% female)","average_value_Secondary education, pupils (% female)","average_value_Secondary education, teachers (% female)","average_value_Secondary education, vocational pupils (% female)","average_value_Survival to age 65, female (% of cohort)","average_value_Survival to age 65, male (% of cohort)","average_value_Trained teachers in primary education, female (% of female teachers)","average_value_Trained teachers in primary education, male (% of male teachers)"
"Ecuador","ECU","1969","","","121.096","","","","","","","","","","","","","","","","","","","","","","6.252","59.149","56.27","228.017","262.27","","","","","","","","","","","","","","","","","","59.2919796","54.1758318","",""
"Fragile and conflict affected situations","FCS","1972","","","136.957582539727","","11900000","8805870","","","","","","","","","","","","","","","","","","","6.55105448300267","48.3890822040563","45.3147792606831","354.356778432041","412.942504798122","60.15311","65.41118","35.27789","73.96177","69.75073","14.55457","17.47646","11.33012","","19.9843","","2.01729989051819","3.70331001281738","35.267","34.73888","33.23362","26.06786","42.7005332025478","36.4233091269491","",""
"Fragile and conflict affected situations","FCS","2019","","","87.9548669573319","","16000000","12000000","","","","","","","","","","","","","","","","","","","4.40255031499538","64.2659974163108","60.6937997680303","218.086140945234","275.311839093182","","","51.61266","","","","","","","","","","","","","","","65.7538128049827","58.1862802284268","",""
"Fiji","FJI","1965","","","88.2576","","","","","","","","","","","","","","","","","","","","","","5.475","64.216","60.508","248.989","300.96","","","","","","","","","","","","","","","","","","66.1747154","56.039717","",""
"France","FRA","1992","99.21433","99.22418","8.038","","14815","15330","","","","","","","","","","","","","","","","","","","1.74","81.3","73.1","67.617","163.67","","","","","","","","106.948707580566","90.54048","102.197563171387","86.46954","46.6693496704102","39.0222091674805","51.52016","50.06098","57.5296287536621","45.33671","89.574015","76.002875","",""
"Equatorial Guinea","GNQ","1991","","","194.535","","","","","","","","","","","","","","","","","","","","","","5.985","50.747","47.757","331.909","388.965","","","","","","","","","","","","0.404480010271072","2.80977010726929","","","","","46.1322486","40.1449454","",""
"Heavily indebted poor countries (HIPC)","HPC","1993","","","138.547986417362","","18600000","16300000","","","","","","","","","","","","","","","","","","","6.4402449656576","51.9006666490753","48.7189603380982","337.742236231057","401.832244271601","53.68316","59.40128","37.63889","57.55787","59.06287","14.11295","14.30353","14.79063","12.62898","22.09987","16.95485","1.87923002243042","3.36865997314453","40.04544","39.88077","26.71507","38.76283","47.2782195984002","40.5119992082097","",""
"Croatia","HRV","2018","","","8.2652","","","","","","","","","","","","","","","","","","","","","","1.47","81.4","74.9","49.809","117.544","","","93.3703002929688","","","","","102.458480834961","","97.8241729736328","","79.0544204711914","56.7811813354492","","","70.1999206542969","","91.3930708","80.7134398","",""
"IBRD only","IBD","1983","","","62.2917420114379","","45900000","20900000","","","","","","","","","","","","","","","","","","","3.55583954033349","65.4605218651908","61.4222358123699","172.479277129156","241.982621731965","69.12488","68.50541","47.96179","","","7.70517","9.49235","38.47378","","48.68293","","8.21940040588379","9.92959976196289","42.68798","42.99528","47.8928","45.75825","68.7454908049623","59.7820647680786","",""
"IDA & IBRD total","IBT","1980","","","77.9115661928981","","75100000","40900000","","","","","","","","","","","","","","","","","","","4.19103036173494","62.0254233420877","58.4712050749528","202.700022594374","265.462713843791","65.83512","65.54206","46.19637","","","8.67668","10.46971","36.13083","","47.53216","","6.71195983886719","8.38799953460693","41.95767","42.13709","46.24328","43.96598","63.8345193578465","55.8292301302646","",""
"IDA total","IDA","1994","","","118.568950287916","","33000000","26600000","","","","","","","","","","","","","","","","","","","5.58480679284292","55.7732146834834","53.0061776336961","285.869086705346","334.132157706917","63.42238","62.99698","41.41931","63.84141","64.28993","9.24414","9.7473","22.87249","","32.15038","","","","41.23283","40.99073","38.11665","37.12715","53.4158338244673","47.4667110304824","",""
"India","IND","1969","","","107.7992","","","","","","","","","","","","","","","","","","","","","","5.648","46.393","47.737","385.636","380.67","","","","","","","","","","","","","","","","","","38.0603428","38.6527826","",""
"Iran, Islamic Rep.","IRN","2005","93.66697","96.93057","32.021","97.3","194384","97843","","","","","","","","","","","","","","","","","","","1.825","73.502","70.438","102.064","168.903","","","","83.9894","94.2212","1.84109","2.94573","75.805549621582","","78.6036911010742","","24.514820098877","23.1037902832031","49.15612","48.06215","","37.83143","81.8385366","75.0298708","",""
"Iceland","ISL","1976","","","60.5268","","","","","","","","","","","","","","","","","","","","","","2.52","80.24","73.86","69.569","139.847","","","54.4202919006348","","","","","74.9093322753906","","87.8011322021484","","11.52064037323","18.437349319458","49.7191","44.73755","29.2836208343506","26.55997","86.4745228","76.3142444","",""
"Israel","ISR","1982","","","31.284","","","","","","","","","","55.7000007629395","63.9338417053223","59.7000007629395","20.8999996185303","25.4286098480225","23.1000003814697","","","","","","","3.13","75.8","72.5","","","","","","","","","","","","","","32.3573188781738","36.1875","","","","","84.904689","77.850549","",""
"Italy","ITA","1973","","","29.0588","","","","","","","","","","","","","","","","","","","","","","2.3","75.12","69.08","90.388","173.392","","","","94.95018","98.46055","4.45442","6.0759","59.5173416137695","","69.6159210205078","","15.7498397827148","24.8550796508789","46.76752","45.10989","","41.39841","84.1913648","71.5782772","",""
"Kazakhstan","KAZ","2001","","","31.7192","98.5","","","","","","","","","","","","","","","","","","","","","1.9","71.3","60.5","168.9","406.668","94.8392333984375","94.6986618041992","97.0834808349609","99.22945","98.56489","0.13177","0.32213","","","","","","","49.13887","","","","72.8712172","44.8337124","",""
"Kyrgyz Republic","KGZ","2004","98.03226","97.72382","32.5084","98.2","2398","2892","","","","","","","","","","","","","","","","","","","2.6","72.2","64.3","145.715","299.738","96.995231628418","96.7544326782227","95.9707794189453","100","98.18849","0.0611","0.12481","88.6665573120117","82.63853","87.8978881835938","81.93147","44.4870681762695","37.151538848877","50.18144","49.60921","72.3545989990234","35.04585","75.4014724","56.5247112","54.8176307678223","54.8037910461426"
"Korea, Rep.","KOR","1982","","","12.291","","","","","","","","","","","","","","","","","","","","","","2.39","71.5","62.9","143.062","295.402","96.8624877929688","96.7516098022461","38.4837913513184","95.79526","98.13558","0","0","76.9542770385742","","86.4036407470703","","9.96354961395264","27.777530670166","46.2405","45.70357","26.2004699707031","43.37898","76.473506","56.558942","",""
"Lebanon","LBN","2009","","","15.6184","","","","","","","","","","","","","","","","","","","","","","1.938","80.127","76.405","57.538","81.577","","","85.8987426757813","100","94.105","7.29214","10.55954","","","","","","","53.69698","51.7739","54.6714706420898","41.68331","89.8263878","85.084962","",""
"Liberia","LBR","2007","","","141.18","46.3","","","","","","","","","","","","","","","","","","","","","5.246","58.956","55.807","262.121","301.089","","","","","","","","","","","","","","","","","","58.36839","52.449231","",""
"Libya","LBY","1974","","","115.5822","","","","","","","","","","","","","","","","","","","","","","8.048","61.825","57.984","214.558","279.169","","","26.4334297180176","71.30807","87.82414","5.45711","6.8883","20.2177696228027","","52.0004005432129","","1.41474997997284","8.06313991546631","24.92292","27.56614","10.5387296676636","39.82752","62.8672036","54.34412","",""
"St. Lucia","LCA","1981","97.10455","87.64107","151.2874","","352","1566","","","","","","","","","","","","","","","","","","","4.512","70.51","66.334","148.978","229.378","","","80.2507781982422","","","","","30.2780494689941","","23.9867305755615","","2.39110994338989","2.24509000778198","55.73618","54.87179","","34.07821","74.4044772","64.6623588","",""
"Lithuania","LTU","1999","","","27.4936","100","","","","","","","","","","","","","","","","","","","","","1.46","77","66.4","105.983","296.759","99.847282409668","98.5360870361328","97.9149398803711","99.65813","100","0.51493","1.27871","94.4807815551758","89.67073","93.9584579467773","88.72242","54.0525093078613","35.3741798400879","51.15399","49.2375","","35.96783","82.9769294","57.7131702","",""
"Luxembourg","LUX","1977","91.4723","89.17618","19.306","","1276","1687","","","","","","","","","","","","","","","","","","","1.5","75.024","67.668","102.054","210.04","90.8326873779297","87.7133178710938","","97.44665","100","5.16929","6.55403","60.4589691162109","57.77813","61.0671310424805","56.94459","1.36536002159119","1.85344004631042","51.56869","49.04349","","43.62262","82.993542","67.058657","",""
"Moldova","MDA","1972","","","32.579","","","","","","","","","","","","","","","","","","","","","","2.542","68.428","61.639","179.82","310.435","","","","","","","","","","","","","","","","","","70.349076","55.12292","",""
"Moldova","MDA","1986","","","46.2856","","","","","","","","","","","","","","","","","","","","","","2.646","69.924","63.404","163.661","288.148","","","95.5578918457031","","","","","","","","","","","51.00005","","68.0038909912109","","73.0383828","57.8977612","",""
"Moldova","MDA","2003","96.22566","97.0329","30.1968","99.4","1616","731","","","","","","","","","","","","","","","","","","","1.247","71.436","63.569","153.079","315.979","95.801513671875","94.9277420043945","96.2749176025391","99.37491","97.5261","0.42617","0.41073","86.6025314331055","81.72034","83.5941696166992","78.46796","37.9674797058105","28.7326202392578","50.79999","50.03264","75.0032272338867","36.88789","74.5126414","55.2248828","",""
"Madagascar","MDG","1967","","","158.994","","","","","","","","","","","","","","","","","","","","","","7.304","44.272","42.421","401.561","434.723","","","","","","","","","","","","","","","","","","36.305657","32.946359","",""
"Maldives","MDV","1983","","","201.37","","","","","","","","","","","","","","","","","","","","","","7.219","54.667","56.798","336.127","257.159","","","","","","","","","","","","","","","","","","49.1801662","55.1897958","",""
"Maldives","MDV","2012","","","10.796","95.5","","","","","","","","","","","","","","","","","","","","","2.129","78.268","75.388","61.333","87.341","84.4646301269531","79.8259124755859","72.5403823852539","100","93.35006","2.83206","3.9415","","","","","","","49.1336","","","","88.974598","84.362283","75.7489929199219","82.0320892333984"
"North Macedonia","MKD","1961","","","37.8892","","","","","","","","","","","","","","","","","","","","","","3.758","61.737","60.785","200.683","228.435","","","","","","","","","","","","","","","","","","62.6465432","59.5838476","",""
"Mongolia","MNG","2002","94.1944","92.10942","21.548","","6812","9392","","","","","","","","","","","","","","","","","","","2.078","67.249","60.622","193.915","334.06","92.2965698242188","91.7726364135742","93.465950012207","99.86977","98.60597","0.59139","0.66697","82.6248474121094","77.75242","69.4562072753906","65.63917","46.0733985900879","25.8713703155518","54.06586","53.91065","70.0464782714844","50.71232","68.605946","51.529712","100","100"
"Mauritius","MUS","1973","78.51883","78.45853","59.3198","","16423","16954","","","","","","","","","","","","","","","","","","","3.444","66.792","60.727","174.635","269.907","","","40.4319801330566","","","","","31.3646602630615","","40.2524185180664","","0.510930001735687","2.68517994880676","42.61535","42.49904","33.7185897827148","38.20225","68.7742626","54.937887","",""
"Niger","NER","2007","37.11957","50.25019","209.618","","741066","609562","","","","","","","","","","","","","","","","","","","7.569","55.846","54.127","262.112","290.584","75.6718063354492","72.8584594726563","42.934700012207","56.31326","61.70592","5.06428","4.77629","8.12429046630859","6.81181","13.0614099502563","10.90372","0.524760007858276","1.54198002815247","38.15689","38.23432","","41.01562","54.910942","51.025804","98.5261077880859","98.0185775756836"
"Nigeria","NGA","1963","","","163.5722","","","","","","","","","","","","","","","","","","","","","","6.341","39.724","36.923","439.258","500.151","","","","","","","","","","","","","","","","","","31.0626312","25.719723","",""
"Nigeria","NGA","1973","","","168.9736","","","","","","","","","","","","","","","","","","","","","","6.625","43.613","40.991","395.959","453.235","","","26.7970199584961","","","","","4.11534023284912","","7.76463985443115","","","","35.9375","34.45374","","26.85481","36.4293482","30.9562778","",""
"Netherlands","NLD","1966","","","21.2894","","","","","","","","","","","","","","","","","","","","","","2.9","76.12","71.03","87.249","153.605","","","","","","","","","","","","","","","","","","85.1375954","74.0973544","",""
"Peru","PER","1991","","","81.407","","","","","","","","","","","","","","","","","","","","","","3.794","68.948","64.582","145.69","211.592","","","","","","","","64.5836410522461","","68.3157806396484","","","","47.62997","47.62997","47.4999389648438","","74.1418912","65.7480474","",""
"Palau","PLW","1974","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Papua New Guinea","PNG","2002","","","65.003","","","","","","","","","","","","","","","","","","","","","","4.422","61.124","58.417","231.52","299.509","","","","","","0","0","","","","","","","","","","","61.109356","52.78885","",""
"West Bank and Gaza","PSE","1994","","","104.8538","","","","","","","","","","","","","","","","","","","","","","6.396","70.902","68.02","140.9","179.696","","","","","","","","","","","","","","","","","","76.3354412","70.0912106","",""
"Romania","ROU","1981","","","64.8578","","","","","","","","","","","","","","","","","","","","","","2.36","72.17","66.7","115.837","216.107","","","","","","","","","","","","9.66248989105225","12.513970375061","","","","","79.7430382","66.6241524","",""
"Saudi Arabia","SAU","1989","","","74.736","","","","","","","","","","","","","","","","","","","","","","6.052","70.441","67.127","131.257","178.053","","","","","","","","","","","","","","","","","","76.788888","69.2035198","",""
"Sierra Leone","SLE","1961","","","195.0542","","","","","","","","","","","","","","","","","","","","","","6.171","32.994","30.868","529.709","541.383","","","","","","","","","","","","","","","","","","24.3184338","21.190042","",""
"San Marino","SMR","2011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.0645217895508","94.8521728515625","92.2131118774414","100","97.8998","0","0","96.101692199707","","94.9961471557617","","68.125","44.5213394165039","52.92853","47.88851","","29.38856","","","",""
"San Marino","SMR","2013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sub-Saharan Africa","SSF","1977","","","154.774851525008","","16900000","14400000","","","","","","","","","","","","","","","","","","","6.79791338994407","48.8678447871794","45.9382881426017","346.890726330231","408.942476822613","64.63247","66.37897","34.68979","61.43542","57.30454","11.05372","11.78587","12.53927","","18.85302","","1.33619999885559","2.21298003196716","40.62213","39.76631","35.05218","30.23797","43.7470439573822","37.6207483315632","",""
"Sao Tome and Principe","STP","2004","97.07642","99.10269","108.9476","","347","108","","","","","","","","","","","","","","","","","","","5.007","66.1","61.915","185.135","237.207","68.341552734375","69.5424423217773","55.8665199279785","77.10037","80.22508","23.84859","25.39267","39.9105491638184","26.06751","38.6110496520996","24.63753","","","50.69906","50.49171","12.2806997299194","23.21429","68.7941788","59.528241","",""
"Suriname","SUR","2017","87.98488","84.29531","61.655","","3560","5019","","","","","","","","","","","","","","","","","","","2.443","74.817","68.274","116.16","218.468","90.4634399414063","79.8561172485352","95.2533416748047","72.43534","59.9359","14.10729","19.30167","","","","","","","","","","","80.476275","67.4455","",""
"Slovenia","SVN","1972","","","55.974","","","","","","","","","","","","","","","","","","","","","","2.213","72.9","65.4","","","","","","","","","","","","","","","","","","","","79.990142","61.374413","",""
"Sweden","SWE","1976","","","23.4508","","","","","","","","","","","","","","","","","","","","","","1.68","77.94","72.14","79.924","147.515","99.7527923583984","99.1138687133789","80.6640319824219","","","0","0","81.7470169067383","","74.724983215332","","24.2962093353271","34.5341415405273","51.23058","50.93274","44.8394813537598","50.13994","87.2481428","77.0193744","",""
"Eswatini","SWZ","1980","","","184.1456","","","","","","","","","","","","","","","","","","","","","","6.721","57.435","53.726","291.894","356.095","70.0702285766602","67.2300109863281","79.011589050293","81.88808","83.50715","9.37662","12.37474","","","","","2.70496988296509","4.66302013397217","49.01285","","","59.52891","54.7245276","46.9913642","",""
"Chad","TCD","2001","42.39191","62.65741","211.069","","427058","279609","","","","","","","","","","","","","","","","","","","7.315","48.978","46.613","391.018","429.014","42.128490447998","59.0833587646484","10.1165103912354","69.43051","80.37706","25.93726","25.25451","5.85491991043091","4.24727","19.079610824585","12.51392","0.247769996523857","1.39412999153137","23.10012","23.29231","5.22746992111206","32.40012","42.1594624","37.4406706","",""
"East Asia & Pacific (IDA & IBRD countries)","TEA","1966","","","65.3322584769683","","","","","","","","","","","","","","","","","","","","","","6.28881387538381","54.4038845133427","50.4751066963079","289.880973216215","341.194088884028","","","","","","","","","","","","","","","","","","51.5891542675296","43.2440752757868","",""
"Togo","TGO","1976","","","144.356","","","","","","","","","","","","","","","","","","","","","","7.287","51.758","48.477","292.446","357.994","","","20.1315803527832","","","29.95771","28.20049","8.40839004516602","","27.0454692840576","","0.309659987688065","1.95659005641937","23.25817","23.80287","16.4014701843262","29.9504","49.1916534","41.9108408","",""
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","1968","","","99.4166399236824","","","","","","","","","","","","","","","","","","","","","","5.49004873497086","61.4915567870956","56.9004536231395","218.909181626705","284.942320168046","","","","","","","","","","","","","","","","","","61.6346378023663","52.6785402565311","",""
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","2001","","","127.230638328336","","22600000","19000000","","","","","","","","","","","","","","","","","","","5.7066784880316","52.3438243672575","49.2234248505584","377.274804751135","433.142289603296","64.31929","66.68698","42.88018","65.43672","64.64931","10.85735","10.72218","24.11607","19.70322","30.26807","23.35992","4.01856994628906","5.79219007492065","44.82803","44.12813","31.47134","35.34872","45.605247526798","38.8019990355889","",""
"Tanzania","TZA","2002","72.85084","73.40063","134.175","","901815","896799","","","","","","","4.16210985183716","7.98407983779907","5.98647022247314","","","","0.665120005607605","1.22086000442505","0.930390000343323","0.947380006313324","2.36252999305725","1.62287998199463","5.666","53.916","50.385","413.867","479.034","","","46.0854187011719","","","2.45057","2.36801","","","","","0.370330005884171","1.10264003276825","45.54742","","","","44.960546","36.794537","100","100"
"Uganda","UGA","1998","","","176.3152","","","","","","","","","","","","","","","","","","","","","","6.937","48.073","41.609","503.374","632.955","","","","","","","","","","","","","","","","","29.69066","35.4680854","22.7347538","",""
"Upper middle income","UMC","1977","","","41.3023946112521","","","","","","","","","","","","","","","","","","","","","","3.43375886270969","67.1162208117694","62.7307315861271","154.632308216565","222.604954532614","","","46.14815","","","","","49.48012","","60.90764","","7.46019983291626","8.02213954925537","44.08544","44.13582","","44.67669","71.4912908348469","62.1249548737581","",""
"St. Vincent and the Grenadines","VCT","1966","","","190.2008","","","","","","","","","","","","","","","","","","","","","","6.632","63.733","60.627","163.19","206.174","","","","","","","","","","","","","","","","","","67.1155044","60.5986184","",""
"British Virgin Islands","VGB","2012","94.79653","94.02314","","","78","93","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.46859","6.41809","97.3134307861328","83.18408","95.9725036621094","77.21022","","","51.31086","50.02558","","22.09302","","","",""
"Vanuatu","VUT","2001","","","59.273","","","","","","","","","","","","","","","","","","","","","","4.454","68.983","66.403","152.933","200.693","","","50.8783302307129","","","5.87562","7.49211","34.0505905151367","32.75548","37.2932891845703","35.81702","","","48.98239","46.16792","46.8143997192383","34.91773","74.21396","66.9824204","",""
"Vanuatu","VUT","2020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"World","WLD","2004","","","50.5243482551163","","41800000","34600000","","","","","","","","","","","","","","","","","","","2.60862555515901","70.8954033474296","66.5721558510559","141.116666052947","205.021953883771","75.76229","74.56981","61.47121","88.90205","90.15044","4.58405","5.10184","61.17136","56.57707","65.05834","58.98751","24.1317005157471","23.2510395050049","47.3559","47.07361","52.27137","44.4825","76.369280808991","68.1016996360718","",""
"Kosovo","XKX","2005","","","","","","","","","","","","","","","","","","","","","","","","","2.65","71.2","66.5","","","","","","","","","","","","","","","","","","","","","","",""
"South Africa","ZAF","1974","","","99.8078","","","","","","","","","","","","","","","","","","","","","","5.353","57.337","52.537","278.552","391.934","","","","","","","","","","","","","","","","","","55.0761966","44.760552","",""
"Zambia","ZMB","1970","","","193.9052","","","","","","","","","","","","","","","","","","","","","","7.367","51.53","48.714","329.175","385.913","","","33.5981712341309","","","","","8.24857044219971","","17.0438594818115","","0.119240000844002","0.665870010852814","32.90707","32.56203","","27.68194","46.9434468","41.0305868","",""
"Zimbabwe","ZWE","1991","","","104.3194","","","","","","","","","","","","","","","","","","","","","","4.676","60.086","53.717","356.275","491.117","","","40.380931854248","","","","","39.7506904602051","","50.2364387512207","","","","43.99896","43.99896","31.7542095184326","","52.5330618","37.552774","",""
"Aruba","ABW","1980","","","54.1226","","","","","","","","","","","","","","","","","","","","","","2.392","74.839","69.726","100.199","158.073","","","","","","","","","","","","","","","","","","82.8401464","73.307455","",""
"Arab World","ARB","1983","","","88.8801013756556","","5929597","3648922","","","","","","","","","","","","","","","","","","","6.08114132342317","62.3796367425333","58.4128557976981","194.308926335733","266.747381303808","79.01032","85.48112","45.31919","82.91957","83.50319","9.76514","11.97237","33.75779","29.37792","50.81153","40.93627","7.93313980102539","13.5752096176147","39.13945","38.93881","33.81027","37.38876","64.5976044034197","56.2042465251768","",""
"Arab World","ARB","2013","83.21839","85.22583","49.3453591765536","","3813221","3299515","","","","","","","","","","","","","","","","","","","3.43047695510227","72.7967568638834","69.1495468607978","118.143826545418","165.945580277896","79.50746","77.13803","59.74215","85.73451","88.16397","4.96008","7.6296","67.11553","59.21884","71.18118","62.88557","27.8999900817871","26.9845600128174","48.02681","47.09734","46.69656","38.50641","79.8990596528083","73.2138619200502","84.7764892578125","84.2528533935547"
"United Arab Emirates","ARE","1995","88.80909","88.9665","33.4634","99.2","14070","14800","","","","","","","","","","","","","","","","","","","3.418","74.591","72.345","101.951","127.826","78.6124496459961","76.3396301269531","69.0659637451172","","","4.01846","5.6283","83.9635620117188","75.44499","79.6335983276367","70.31429","","","50.67297","50.28779","55.4822311401367","0","80.4262964","76.7990632","",""
"Armenia","ARM","1975","","","40.8794","","","","","","","","","","","","","","","","","","","","","","2.792","73.706","67.509","98.969","175.958","","","","","","","","","","","","","","","","","","79.5977128","68.2415538","",""
"Armenia","ARM","2002","87.72919","86.56435","32.393","98.8","9731","11240","","","","","","","","","","","","","","","","","","","1.635","75.106","68.824","89.687","187.207","95.5704498291016","95.9348068237305","99.0968627929688","98.20416","98.21265","0.08845","0.1456","","","","","41.0853309631348","30.8890399932861","50.7781","","","","83.208158","69.266467","",""
"Antigua and Barbuda","ATG","1997","","","65.384","","","","","","","","","","","","","","","","","","","","","","2.187","74.735","71.639","138.467","185.891","","","","","","","","","","","","","","","","","","83.002753","72.944731","",""
"Azerbaijan","AZE","1967","","","48.373","","","","","","","","","","","","","","","","","","","","","","5.512","65.753","58.914","97.916","221.292","","","","","","","","","","","","","","","","","","72.694111","57.703678","",""
"Azerbaijan","AZE","2009","84.69929","86.23921","42.787","99.8","31015","30733","","","","","","","93.7110824584961","97.3860092163086","95.466682434082","25.5131893157959","34.5324592590332","29.8219203948975","22.9491806030273","27.3628902435303","25.0577201843262","85.3578796386719","92.1664199829102","88.6104888916016","1.82","73.809","67.408","90.202","185.48","97.5028610229492","95.3796691894531","87.1337509155273","98.73429","98.3953","0.25615","0.28675","","","","","18.931079864502","19.1840991973877","47.02833","","","","81.848527","68.7632628","",""
"Belarus","BLR","2018","95.08603","95.32542","13.7516","","4346","1198","","","","","","","","","","","","","","","","","","","1.448","79.4","69.2","79.839","231.323","","","99.4829406738281","","","0.0424","0.04359","101.690742492676","96.18075","103.148918151855","95.12669","95.0921401977539","80.1762390136719","49.88064","48.29377","80.0843887329102","37.40435","88.064965","67.1042564","99.5525588989258","100"
"Barbados","BRB","2012","","","42.709","98.9","","","","","","","","","","","","","","","","","","","","","1.645","79.945","77.045","77.153","128.516","","","","","","","","","","","","","","","","","","85.28183","79.518672","",""
"Bhutan","BTN","1963","","","108.53","","","","","","","","","","","","","","","","","","","","","","6.603","36.332","35.161","546.911","564.143","","","","","","","","","","","","","","","","","","23.5036272","21.7281946","",""
"Botswana","BWA","1988","94.75767","87.72648","116.7394","77.4","6293","14700","","","","","","","","","","","","","","","","","","","4.839","64.379","56.835","221.634","299.803","","","78.3563690185547","63.13952","60.07359","4.9102","4.9926","31.2832698822021","","31.8732204437256","","","","50.85611","50.80328","38.5930786132813","50.24759","62.484261","45.0206466","",""
"Central African Republic","CAF","1972","36.38039","69.41572","176.58","","88715","42091","","","","","","","","","","","","","","","","","","","5.951","45.733","42.064","377.327","444.728","","","16.2091999053955","31.28882","41.84912","28.54664","27.21367","1.8654899597168","1.64319","9.03606986999512","7.92553","","","15.49498","17.30687","","31.84143","39.484093","32.986979","",""
"Switzerland","CHE","2006","","","4.6676","100","","","","","","","","","","","","","","","","","","","","","1.44","84","79.1","46.738","79.749","","","","100","99.54291","1.31255","1.54644","93.1368026733398","82.9207","98.7787704467773","87.41503","44.0052299499512","49.0349502563477","50.81584","47.3071","","39.54633","92.4419856","86.9797198","",""
"Cameroon","CMR","1970","","","187.1306","","","","","","","","","","","","","","","","","","","","","","6.203","47.84","45.222","357.737","412.621","","","","","","","","","","","","","","","","","","42.2211398","36.9231464","",""
"Cayman Islands","CYM","2015","","","","","","","0.915289998054504","0.710950016975403","0.814180016517639","32.5822410583496","27.0862407684326","29.8638706207275","96.2681427001953","94.2126235961914","95.2514572143555","55.6828804016113","54.0044212341309","54.8526992797852","42.306999206543","33.9350700378418","38.1661682128906","90.7209701538086","89.6602401733398","90.1963195800781","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cayman Islands","CYM","2004","","","","","320","271","","","","","","","80.0165405273438","77.1700286865234","78.6636276245117","31.3533592224121","31.0003795623779","31.1855907440186","24.9862194061279","26.877140045166","25.8849506378174","","","","","","","","","","","80.8764877319336","100","97.48327","0","0","83.7195129394531","","79.4733734130859","","","","50.83302","50.83302","53.5564918518066","","","","100","97.9166717529297"
"Cyprus","CYP","1980","69.21742","68.27292","34.8222","","10113","11002","","","","","","","","","","","","","","","","","","","2.354","76.844","72.769","68.356","123.165","97.8641662597656","99.8519897460938","45.5909118652344","92.5366","84.87838","0.79099","0.95349","68.6988220214844","62.85698","68.0519332885742","61.4787","2.11863994598389","2.36105990409851","53.73979","48.65668","42.8136596679688","11.26712","87.1723514","79.2048946","",""
