"Country Name","Country Code","Year","average_value_Grants, excluding technical cooperation (BoP, current US$)","average_value_Incidence of tuberculosis (per 100,000 people)","average_value_Maternal mortality ratio (modeled estimate, per 100,000 live births)","average_value_Mortality rate, under-5 (per 1,000 live births)","average_value_Net ODA received (% of GNI)","average_value_Net ODA received (% of gross capital formation)","average_value_Net ODA received (% of imports of goods, services and primary income)","average_value_Net ODA received per capita (current US$)","average_value_Net bilateral aid flows from DAC donors, Belgium (current US$)","average_value_Net bilateral aid flows from DAC donors, European Union institutions (current US$)","average_value_Net bilateral aid flows from DAC donors, Japan (current US$)","average_value_Net bilateral aid flows from DAC donors, Luxembourg (current US$)","average_value_Net bilateral aid flows from DAC donors, Netherlands (current US$)","average_value_Net bilateral aid flows from DAC donors, New Zealand (current US$)","average_value_Net bilateral aid flows from DAC donors, Norway (current US$)","average_value_Net bilateral aid flows from DAC donors, Poland (current US$)","average_value_Net bilateral aid flows from DAC donors, Portugal (current US$)","average_value_Net bilateral aid flows from DAC donors, Slovak Republic (current US$)","average_value_Net bilateral aid flows from DAC donors, Slovenia (current US$)","average_value_Net bilateral aid flows from DAC donors, Sweden (current US$)","average_value_Net bilateral aid flows from DAC donors, Switzerland (current US$)","average_value_Net bilateral aid flows from DAC donors, Total (current US$)","average_value_Net bilateral aid flows from DAC donors, United Kingdom (current US$)","average_value_Net bilateral aid flows from DAC donors, United States (current US$)","average_value_Net migration","average_value_Net official aid received (constant 2018 US$)","average_value_Net official aid received (current US$)","average_value_Net official development assistance and official aid received (constant 2018 US$)","average_value_Net official development assistance and official aid received (current US$)","average_value_Net official development assistance received (constant 2018 US$)","average_value_Net official development assistance received (current US$)","average_value_Net official flows from UN agencies, FAO (current US$)","average_value_Net official flows from UN agencies, IAEA (current US$)","average_value_Net official flows from UN agencies, IFAD (current US$)","average_value_Net official flows from UN agencies, ILO (current US$)","average_value_Net official flows from UN agencies, UNAIDS (current US$)","average_value_Net official flows from UN agencies, UNDP (current US$)","average_value_Net official flows from UN agencies, UNFPA (current US$)","average_value_Net official flows from UN agencies, UNHCR (current US$)","average_value_Net official flows from UN agencies, UNICEF (current US$)","average_value_Net official flows from UN agencies, UNPBF (current US$)","average_value_Net official flows from UN agencies, UNTA (current US$)","average_value_Net official flows from UN agencies, WFP (current US$)","average_value_Net official flows from UN agencies, WHO (current US$)","average_value_Pregnant women receiving prenatal care (%)","average_value_Prevalence of HIV, total (% of population ages 15-49)","average_value_Primary completion rate, total (% of relevant age group)","average_value_School enrollment, primary and secondary (gross), gender parity index (GPI)","average_value_Technical cooperation grants (BoP, current US$)","average_value_Vulnerable employment, total (% of total employment) (modeled ILO estimate)"
"Liberia","LBR","1967","1380000","","","297.9","","","","19.6925323763439","","","","","","","","","","","","180000.007152557","","25419999.1170317","119999.997317791","21959999.0844727","7996","","","151270004.272461","25659999.8474121","151270004.272461","25659999.8474121","","","","","","","","","","","","","","","","","","11270000",""
"Libya","LBY","1979","1040000","","","74.4","","","0.0288875439899162","1.10762214093255","39999.9991059303","","119999.997317791","","","","","","","","","","","1890000.03412366","","","","","","9649999.61853027","3430000.0667572","9649999.61853027","3430000.0667572","","","","","","1440000.05722046","","","","","100000.001490116","","","","","92.375617980957","0.844449996948242","2390000",""
"Lower middle income","LMC","1974","","","","","2.14720483723681","5.45867653006955","","4.96779634389475","40839999.6384978","221059999.987483","349360000.345856","","109929998.883978","4289999.935776","54640000.1086295","","","","","159800001.740456","14579999.8790026","4238299990.65958","281640001.097694","1426000000","","","","28124260104.0974","6814630075.34482","28124260104.0974","6814630075.34482","","","","","","78220000.134781","","4840000.04827976","41340000.1581758","","15409999.884665","116429998.198524","","","","51.9043998718262","0.6733","",""
"Lower middle income","LMC","1980","","","","","1.94210837750374","3.94136527012598","7.05482498250965","8.47999615276815","106720000.630245","420199998.140335","946000006.752089","","544100001.86041","7160000.02808869","176360000.753775","","","","","442650000.661612","77730000.2984703","7761220018.88417","764659998.893738","1711000000","","","","30943120148.5395","13432180015.3255","30943120148.5395","13432180015.3255","","","40409999.2848933","","","229259999.215603","41720000.308007","225449994.005263","168130000.572652","","8699999.93592501","303139998.06717","","","","57.3502197265625","0.70154","",""
"Morocco","MAR","2004","491040000","99","142","41.4","1.3218353982209","4.23208066492437","4.12980761501565","25.9204680449677","13340000.1525879","219919998.168945","66319999.6948242","1889999.98569489","6500000","","829999.983310699","","289999.99165535","","","649999.976158142","1340000.0333786","615939992.010594","129999.995231628","-10329999.9237061","","","","876179992.675781","780599975.585938","876179992.675781","780599975.585938","","","-59999.9986588955","","","810000.002384186","2529999.97138977","250000","1840000.0333786","","2720000.02861023","150000.005960464","","67.8","0.1","74.2416381835938","0.883870005607605","377830000","58.1100006103515"
"Maldives","MDV","2005","52930000","48","75","21.3","6.39226494341437","","7.95171051893922","226.499040655462","409999.996423721","1500000","24229999.5422363","","","1340000.0333786","2569999.9332428","","9999.99977648258","","","","","44299999.4605779","1840000.0333786","1090000.0333786","","","","77949996.9482422","72389999.3896484","77949996.9482422","72389999.3896484","","","9999.99977648258","","","1250000","490000.009536743","","540000.021457672","","2099999.90463257","2670000.07629395","","","","134.542510986328","","7310000","32.0600004196167"
"Mexico","MEX","1967","5030000","","","119.1","0.137474579255139","0.672823326118764","","0.767097727690526","79999.9982118607","","5460000.03814697","","","","","","","","","","","34210000.0828504","90000.0035762787","15090000.1525879","-616085","","","257339996.337891","36020000.4577637","257339996.337891","36020000.4577637","","","","","","","","","","","","","","","","","","3320000",""
"Mexico","MEX","1985","77910000","","","57.1","0.0810532577019328","0.386401025213379","0.483689041983612","1.98648430583201","409999.996423721","209999.993443489","19510000.2288818","","1850000.02384186","129999.995231628","810000.002384186","","","","","280000.001192093","980000.019073486","122840000.830591","1000000","57000000","","","","357070007.324219","150940002.441406","357070007.324219","150940002.441406","","","550000.011920929","","","2619999.88555908","3029999.97138977","11670000.0762939","1090000.0333786","","1019999.98092651","8119999.88555908","","","","93.3925399780273","0.936179995536804","47310000",""
"Mali","MLI","2005","492020000","69","691","156.3","11.9949617397689","55.541189021586","34.3709559331859","56.7171160738464","9489999.77111816","130449996.948242","23200000.7629395","11189999.5803833","65830001.8310547","400000.005960464","13819999.6948242","","19999.9995529652","","","21700000.7629395","12960000.038147","501309999.339282","1309999.94277954","56849998.4741211","","","","823979980.46875","724590026.855469","823979980.46875","724590026.855469","","","5590000.15258789","","70000.0002980232","4300000.19073486","1190000.05722046","","6929999.82833862","","3079999.92370605","5670000.07629395","","","1.6","42.2630996704102","0.745739996433258","127910000","84.0200004577636"
"Malta","MLT","2007","","11","8","6.8","","","","","","","","","","","","","","","","","","","","","5737","","","","","","","","","","","","","","","","","","","","","","97.9371109008789","0.973190009593964","","9.45999996364117"
"Myanmar","MMR","1974","15500000","","","160.1","","","","2.2293920503834","","","46369998.9318848","","50000.0007450581","9999.99977648258","","","","","","","59999.9986588955","60009998.7518043","1539999.96185303","","","","","264399993.896484","66699996.9482422","264399993.896484","66699996.9482422","","","","","","2359999.89509583","","","1820000.05245209","","589999.973773956","","","","","39.0802917480469","","11450000",""
"Middle East & North Africa (excluding high income)","MNA","1978","","","","","","","","39.7240319865707","30460000.4237145","56689999.1482496","311699995.96104","","36369999.6229261","89999.9979883432","710000.00834465","","","","","8800000.1385808","2870000.04947186","1889399999.14356","18350000.5155802","771000000","","","","17653480279.9225","6244309967.04102","17653480279.9225","6244309967.04102","","","","","","41539999.9506772","","4660000.01318753","14590000.3015995","","10740000.1771748","70789998.9336729","","","","60.4671897888184","0.65175","",""
"Mozambique","MOZ","2003","629710000","339","657","144.7","17.0990493044333","55.7062687728381","","54.2917983149766","8710000.03814697","90169998.1689453","35270000.4577637","730000.019073486","47270000.4577637","610000.014305115","54110000.6103516","","19110000.6103516","","","56529998.7792969","20819999.6948242","788349994.160235","63369998.9318848","135399993.896484","","","","1343989990.23438","1049520019.53125","1343989990.23438","1049520019.53125","","","6019999.98092651","","","8909999.84741211","9039999.96185303","1539999.96185303","7800000.19073486","","2880000.11444092","8770000.45776367","","84.5","10.4","","","225370000","87.7600021362305"
"Mauritania","MRT","2000","136900000","250","834","112.7","12.4702766928504","111.252391466368","","85.0234048684245","2220000.02861023","63799999.2370605","29940000.5340576","","4610000.1335144","","379999.995231628","","","","","200000.002980232","119999.997317791","146340000.730008","990000.009536743","4150000.09536743","","","","328459991.455078","223630004.882813","328459991.455078","223630004.882813","","","1470000.02861023","","","1909999.9666214","720000.028610229","170000.001788139","1289999.96185303","","2480000.01907349","2190000.05722046","","","0.6","","0.927609980106354","32180000","63.9500026702881"
"Malawi","MWI","1971","12840000","","","336.4","8.72126819192669","","","6.5271070540308","","29999.9993294477","59999.9986588955","","239999.994635582","","","","","","","","","22950000.3941358","13550000.1907349","3000000","","","","195850006.103516","31520000.4577637","195850006.103516","31520000.4577637","","","","","","680000.007152557","","","109999.999403954","","200000.002980232","280000.001192093","","","","","","9820000",""
"Namibia","NAM","1977","","","","100.8","","","","","","","","","","","","","","","","","","","","","-44298","","","","","","","","","","","","","","","","","","","","","","","","",""
"New Caledonia","NCL","2009","","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.4700002670288"
"Nicaragua","NIC","2019","144620000","43","","16.6","3.20498824224079","17.4777536258146","5.71470504807339","59.4667805108905","2079999.92370605","42740001.6784668","16329999.9237061","6989999.77111816","9999.99977648258","","2380000.11444092","0","19999.9995529652","","","1580000.04291534","17010000.2288818","203840000.620112","419999.986886978","30920000.0762939","","","","398390014.648438","389239990.234375","398390014.648438","389239990.234375","621404.409408569","264012.366533279","4672651.29089355","189050.003886223","","","1352812.64781952","","2489000.08201599","","","1014299.98874664","224739.477038383","","0.2","","","22730000","36.9599995613098"
"Netherlands","NLD","2003","","9.3","12","5.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","","0.981230020523071","","7.82999992370605"
"Nauru","NRU","1992","180000","","","55.5","","","","40.8773675397528","","","50000.0007450581","","","","","","","","","","","239999.998360872","","","","","","649999.976158142","409999.996423721","649999.976158142","409999.996423721","","","","","","","","","","","","","","","","","","230000",""
"Panama","PAN","1999","13380000","","","26.5","0.2121921085492","0.514818938847391","0.244999400143576","8.19535035255814","170000.001788139","5119999.88555908","4099999.90463257","","","","","","","","","9999.99977648258","","20339999.7334927","500000","-12130000.1144409","","","","35439998.626709","24350000.3814697","35439998.626709","24350000.3814697","","","50000.0007450581","","","-200000.002980232","239999.994635582","90000.0035762787","639999.985694885","","1009999.99046326","","","","0.5","89.8049774169922","1.00671994686127","22880000","30.2900004386902"
"Philippines","PHL","2002","181000000","569","160","36.3","0.599037298701429","3.20711114652332","1.44388179336965","6.79872457453932","4480000.01907349","20459999.0844727","318019989.013672","29999.9993294477","25870000.8392334","1940000.05722046","980000.019073486","","9999.99977648258","","","1580000.04291534","1039999.96185303","536139992.70089","1279999.97138977","78620002.746582","-1244356","","","703469970.703125","553179992.675781","703469970.703125","553179992.675781","","","4349999.90463257","","","2250000","3329999.92370605","349999.994039536","2789999.96185303","","1549999.95231628","","","","0.1","94.4506225585938","1.02637994289398","193440000","45.7299995422363"
"Poland","POL","2008","","22","4","6.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.993229985237122","","18.8599996566773"
"Korea, Dem. People's Rep.","PRK","2011","112940000","513","100","27.7","","","","4.80233921074857","340000.003576279","16290000.9155273","","699999.988079071","100000.001490116","","3569999.9332428","29999.9993294477","","","","7500000","9460000.03814697","56820000.8776038","610000.014305115","2049999.95231628","","","","105230003.356934","118489997.86377","105230003.356934","118489997.86377","","","-1629999.99523163","","","1220000.02861023","860000.014305115","","3859999.89509583","","","13329999.9237061","2490000.00953674","","","","","2800000","85.6000022888184"
"Korea, Dem. People's Rep.","PRK","2015","125330000","513","91","21.1","","","","5.21882423118853","0","8539999.96185303","","","","","1860000.01430511","39999.9991059303","","","","3980000.01907349","9829999.92370605","40650000.4082918","1129999.99523163","2000000","","","","145029998.779297","131429992.675781","145029998.779297","131429992.675781","","","-133688.002824783","","","1661946.41590118","1264655.59005737","","3481430.05371094","","","637251.973152161","1844574.92828369","","","","","4530000","85.6300010681152"
"Portugal","PRT","1975","","","","43.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.3561477661133","0.965290009975433","",""
"Portugal","PRT","1990","","","","14.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","","0.970719993114471","",""
"Qatar","QAT","1979","0","","","38","0.0032900496171036","","","0.828573108358543","","","59999.9986588955","","","","","","","","","","","109999.999403954","","","","","","400000.005960464","170000.001788139","400000.005960464","170000.001788139","","","","","","59999.9986588955","","","","","","","","","","88.1232986450195","1.05072999000549","170000",""
"Saudi Arabia","SAU","2005","4880000","17","22","16.4","0.0075821070754312","0.0378925902939412","0.0272136364812624","1.0543254998064","","","5179999.82833862","","50000.0007450581","","","29999.9993294477","","","","","","13210000.0008941","","419999.986886978","","","","24069999.6948242","25110000.6103516","24069999.6948242","25110000.6103516","","","","","","","","930000.007152557","239999.994635582","","","","","","0.1","86.1054916381836","0.964429974555969","20230000","5.13000021129847"
"Senegal","SEN","2005","373070000","141","519","91.8","6.38769982761119","25.3607412572806","17.5650098690814","63.2409555408843","16799999.2370605","32770000.4577637","27950000.7629395","10310000.4196167","20450000.7629395","","750000","19999.9995529652","79999.9982118607","","","560000.002384186","2980000.01907349","476920011.784881","6909999.84741211","44729999.5422363","","","","787669982.910156","701349975.585938","787669982.910156","701349975.585938","","","12670000.0762939","","150000.005960464","3869999.88555908","2740000.00953674","500000","3619999.88555908","","2690000.05722046","3150000.09536743","","87.4","0.7","52.241569519043","0.910560011863709","226930000","74.5700016021729"
"South Sudan","SSD","1994","","","","228.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.3","","","","92.3199996948243"
"Slovenia","SVN","1992","","","","9.1","","","","","","","","","","","","","","","","","","","","","-17461","","","","","","","","","","","","","","","","","","","","98","0.1","","","","12.2400002479553"
"Togo","TGO","1998","63500000","","","124.4","8.21377589332687","49.2340409067281","16.6734595868613","27.7304620629267","4750000","5070000.17166138","11000000","59999.9986588955","170000.001788139","","","","","","","70000.0002980232","569999.992847443","71210001.4127791","1980000.01907349","1519999.98092651","","","","173479995.727539","128460006.713867","173479995.727539","128460006.713867","","","2009999.99046326","","","2500000","1000000","759999.990463257","1659999.9666214","","1139999.98569489","","","82","3.5","","","27280000","87.439998626709"
"Thailand","THA","1993","106290000","","","31.4","0.459189488261775","1.13846827978496","1.02610959159668","9.97466983208397","9180000.30517578","17459999.0844727","350160003.662109","19999.9995529652","8510000.22888184","1080000.04291534","1720000.02861023","","","","","8989999.77111816","2579999.92370605","553320003.436878","21120000.8392334","16000000","","","","663590026.855469","581900024.414063","663590026.855469","581900024.414063","","","-1500000","","","2369999.88555908","189999.997615814","18219999.3133545","4570000.17166138","","4389999.8664856","4969999.79019165","","","1.8","","0.974720001220703","262940000","63.7000007629394"
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","1995","","","","43.4214125246975","0.300372952369429","1.49753816801041","1.68757250281372","11.5271045379908","101180000.523105","560759998.828173","1131600003.43621","7169999.95149671","340100001.787767","1349999.99217689","57479999.5664507","","740000.002086163","","","109050000.665709","83659999.7393788","4721660003.3883","113430000.931025","781000000","","","","6424270055.05562","5377200012.20703","6424270055.05562","5377200012.20703","","","4140000.00059604","","","29719999.8050928","25759999.9997765","25179999.480024","64680000.5435943","","51559999.8161197","83410000.1752377","","","0.290576513330113","94.6370468139648","1.00894","","37.2078137506405"
"Middle East & North Africa (IDA & IBRD countries)","TMN","1991","","","","65.997383545292","","","","44.620028964238","57560000.885278","606210014.745593","1323420013.42587","1250000.01862645","43810000.0005215","","3360000.05155802","","","","","50969999.7901916","63900001.0341405","7601920015.05941","99320000.8720159","3394000000","","","","15143959665.2985","10264059846.878","15143959665.2985","10264059846.878","","","7510000.10967254","","","38899999.6781349","8490000.03002585","138730001.237243","50170000.0166893","","21329999.9237061","149439999.818802","","","0.100287203532291","76.2036972045898","0.80943","","37.0913534785174"
"Tonga","TON","1975","1700000","","","36.8","","36.1224204922081","13.9214198011385","36.6843673592548","","","79999.9982118607","","9999.99977648258","1350000.02384186","","","","","","","","2909999.99083579","649999.976158142","","","","","14949999.8092651","3240000.00953674","14949999.8092651","3240000.00953674","","","","","","270000.010728836","","","","","59999.9986588955","","","","","","0.992980003356934","1170000",""
"Trinidad and Tobago","TTO","2018","","21","","18.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8","","","","19.0799998342991"
"Uganda","UGA","2020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.4","","","",""
"World","WLD","1992","","","","90.5","0.235076956006376","0.957564478437154","1.03490263830441","10.9096884260979","604659973.144531","4877890136.71875","8518790039.0625","21440000.5340576","1839410034.17969","74069999.6948242","853630004.882813","","233299987.792969","","","2055939941.40625","749919982.910156","51015440196.991","1746469970.70313","8533000000","0","6024049804.6875","4371260253.90625","86730596679.6875","63857170410.1563","80706546875","59485910156.25","","","73370002.746582","","","794760009.765625","127330001.831055","1043089965.82031","741859985.351563","","238940002.441406","1576520019.53125","","","0.4","80.9157562255859","0.88002","","53.1994483495767"
"World","WLD","2001","","174","335","73.2","0.151689794536633","0.650406796515561","0.554888078551581","8.20936022174152","507489990.234375","8395120117.1875","7486939941.40625","111510002.13623","2271389892.57813","84790000.9155273","951630004.882813","","184000000","","","1285410034.17969","695039978.027344","46026439559.9365","2650340087.89063","8869889648.4375","","9400330078.125","5729270019.53125","85167830078.125","56575352050.7813","75767500000","50846082031.25","","","173160003.662109","","","286339996.337891","312910003.662109","554780029.296875","604690002.441406","","420820007.324219","379179992.675781","","","0.7","82.6276397705078","0.92499","","52.006946722928"
"Kosovo","XKX","2011","256190000","","","","8.50548973153484","25.6430717797944","14.3549918145814","325.616969668219","109999.999403954","304829986.572266","1929999.94754791","6889999.8664856","1580000.04291534","","19069999.6948242","","419999.986886978","","1070000.05245209","22959999.0844727","59540000.9155273","509519986.433909","12189999.5803833","18290000.9155273","","","","529059997.558594","583179992.675781","529059997.558594","583179992.675781","","","","","","379999.995231628","","7340000.15258789","1750000","","","","","","","","","321200000",""
"Yemen, Rep.","YEM","1992","99550000","","","119","4.01949157378787","","","19.5898509082807","","10279999.7329712","31180000.3051758","","31520000.4577637","","29999.9993294477","","","","","230000.004172325","2190000.05722046","159400000.797585","9869999.88555908","11000000","607781","","","338750000","253770004.272461","338750000","253770004.272461","","","1700000.04768372","","","7710000.03814697","860000.014305115","8069999.69482422","2910000.08583069","","2640000.10490417","9430000.30517578","","25.8","0.1","","","91950000","43.8399982452393"
"Zimbabwe","ZWE","2007","433170000","527","671","95.3","9.68601066157178","126.901486813386","","38.9574990253753","1649999.97615814","60979999.5422363","11710000.038147","1039999.96185303","7070000.17166138","560000.002384186","12619999.8855591","39999.9991059303","39999.9991059303","","","19709999.0844727","2630000.11444092","432869994.357229","94099998.4741211","139089996.337891","-512676","","","483859985.351563","477459991.455078","483859985.351563","477459991.455078","","379999.995231628","","","970000.028610229","3210000.03814697","2880000.11444092","699999.988079071","4650000.09536743","","2039999.96185303","639999.985694885","","","16.5","","","44670000","63.14000082016"
